População e mão-de-obra agrícola familiar (UTA),,,,,,,,,,,
,,,,,,,,,,,1999
Região Agrícola,,,,População familiar total,,,,População familiar com tempo de actividade na exploração,,,
,Nut III,,,Total,Produtor,Cônjuge,Outros Membros,Total ,Produtor,Cônjuge,Outros Membros
,,Concelho,,,,,,,,,
Entre Douro e Minho,,,índ. (nº),"248,443","66,580","54,823","127,040","209,911","66,580","52,825","90,506"
,,,UTA,- ,- ,- ,- ,"109,556","49,256","32,962","27,338"
,Minho Lima ,,índ. (nº),"57,799","16,511","13,018","28,270","47,732","16,511","12,484","18,737"
,,,UTA,- ,- ,- ,- ,"25,465","12,130","7,540","5,795"
,,Arcos de Valdevez,índ. (nº),"9,005","3,037","2,321","3,647","8,021","3,037","2,296","2,688"
,,,UTA,- ,- ,- ,- ,"4,615","2,235","1,504",876
,,Caminha,índ. (nº),"2,175",533,406,"1,236","1,756",533,372,851
,,,UTA,- ,- ,- ,- ,770,352,154,264
,,Melgaço,índ. (nº),"4,130","1,341","1,052","1,737","3,715","1,341","1,035","1,339"
,,,UTA,- ,- ,- ,- ,"1,831",900,557,374
,,Monção,índ. (nº),"7,285","2,183","1,731","3,371","5,943","2,183","1,620","2,140"
,,,UTA,- ,- ,- ,- ,"3,007","1,443",918,646
,,Paredes de Coura,índ. (nº),"3,732","1,136",877,"1,719","3,277","1,136",860,"1,281"
,,,UTA,- ,- ,- ,- ,"1,722",797,523,402
,,Ponte da Barca,índ. (nº),"3,764","1,111",873,"1,780","3,407","1,111",864,"1,432"
,,,UTA,- ,- ,- ,- ,"1,967",888,580,499
,,Ponte de Lima,índ. (nº),"14,284","3,673","2,988","7,623","11,294","3,673","2,861","4,760"
,,,UTA,- ,- ,- ,- ,"6,024","2,865","1,736","1,423"
,,Valença,índ. (nº),"2,500",761,615,"1,124","2,063",761,594,708
,,,UTA,- ,- ,- ,- ,"1,215",582,400,233
,,Viana do Castelo,índ. (nº),"9,703","2,369","1,867","5,467","7,287","2,369","1,712","3,206"
,,,UTA,- ,- ,- ,- ,"3,732","1,771",990,971
,,Vila Nova de Cerveira,índ. (nº),"1,221",367,288,566,969,367,270,332
,,,UTA,- ,- ,- ,- ,582,297,178,107
,Cávado,,índ. (nº),"45,997","11,270","9,425","25,302","38,544","11,270","9,136","18,138"
,,,UTA,- ,- ,- ,- ,"19,817","8,409","5,918","5,490"
,,Amares,índ. (nº),"3,316",888,727,"1,701","2,823",888,717,"1,218"
,,,UTA,- ,- ,- ,- ,"1,723",753,528,442
,,Barcelos,índ. (nº),"17,358","3,963","3,367","10,028","13,923","3,963","3,208","6,752"
