Origem do rendimento do agregado doméstico do produtor singular (Página 3),,,,,,,,,,,,
,,,,,,,,,,,,1999
,,,,,,,,,,,,pág. 3/6
,,,Fafe,Guimarães,Póvoa de Lanhoso,Santo Tirso,Trofa,Vieira do Minho,Vila Nova de Famalicão,Vizela,Grande Porto,Espinho
,,,nº de indivíduos,,,,,,,,,
Total explorações com produtor singular,,,"2,018","1,753","1,046",790,327,"1,177","1,677",202,"4,489",34
Exclusivamente da actividade da exploração,,,47,89,45,20,42,44,119,13,334,- 
Principalmente da actividade da exploração,,,910,829,206,106,113,463,412,75,"2,273",14
,Salários do sector primário,,26,61,23,1,4,37,17,2,100,- 
,,1ª opção,22,31,13,1,4,25,14,2,74,- 
,,2ª opção,3,21,8,- ,- ,8,2,- ,21,- 
,,3ª opção,1,9,2,- ,- ,4,1,- ,5,- 
,Salários do sector secúndário,,359,535,95,30,28,159,144,48,493,3
,,1ª opção,245,374,67,27,26,126,106,41,379,1
,,2ª opção,101,144,27,3,2,32,36,7,96,2
,,3ª opção,13,17,1,- ,- ,1,2,- ,18,- 
,Salários do sector terciário,,163,143,38,18,14,90,78,4,498,2
,,1ª opção,84,65,22,15,13,59,58,3,328,1
,,2ª opção,65,58,11,2,1,29,18,- ,140,- 
,,3ª opção,14,20,5,1,- ,2,2,1,30,1
,Actividade empresarial,,5,23,1,3,1,- ,5,- ,42,- 
,,1ª opção,3,9,1,2,1,- ,4,- ,36,- 
,,2ª opção,2,13,- ,1,- ,- ,- ,- ,4,- 
,,3ª opção,- ,1,- ,- ,- ,- ,1,- ,2,- 
,Pensões rurais/reformas,,680,512,119,68,65,321,269,40,"1,262",12
,,1ª opção,502,317,86,55,46,234,214,29,968,11
,,2ª opção,163,168,29,13,18,77,52,10,263,1
,,3ª opção,15,27,4,- ,1,10,3,1,31,- 
,Juros e dividendos,,31,95,13,3,13,6,2,- ,281,- 
,,1ª opção,5,14,9,- ,3,5,2,- ,116,- 
,,2ª opção,22,70,2,3,9,1,- ,- ,141,- 
,,3ª opção,4,11,2,- ,1,- ,- ,- ,24,- 
,Remessas de emigrantes,,40,6,4,- ,1,9,2,- ,7,- 
,,1ª opção,20,2,2,- ,1,8,2,- ,6,- 
,,2ª opção,14,3,- ,- ,- ,1,- ,- ,1,- 
,,3ª opção,6,1,2,- ,- ,- ,- ,- ,- ,- 
,Outras,,135,107,36,7,41,9,21,2,849,2
,,1ª opção,29,17,6,6,19,6,12,- ,366,1
,,2ª opção,72,58,16,1,17,3,8,2,384,- 
,,3ª opção,34,32,14,- ,5,- ,1,- ,99,1
Principalmente origem exterior à actividade da exploração,,,"1,061",835,795,664,172,670,"1,146",114,"1,882",20
,Salários do sector primário,,51,49,78,5,4,20,38,6,68,- 
,,1ª opção,25,24,50,3,3,11,10,2,41,- 
,,2ª opção,20,17,19,2,1,8,18,4,15,- 
,,3ª opção,6,8,9,- ,- ,1,10,- ,12,- 
,Salários do sector secúndário,,489,478,348,341,85,242,624,75,815,11
,,1ª opção,277,330,203,270,72,121,469,65,624,9
,,2ª opção,185,127,131,66,13,109,138,7,173,2
,,3ª opção,27,21,14,5,- ,12,17,3,18,- 
,Salários do sector terciário,,229,284,265,212,53,221,357,35,805,7
,,1ª opção,123,162,146,143,32,120,224,23,481,3
,,2ª opção,72,94,82,65,18,80,119,11,290,4
,,3ª opção,34,28,37,4,3,21,14,1,34,- 
,Actividade empresarial,,30,31,19,20,11,2,59,3,111,- 
,,1ª opção,22,24,11,13,11,2,44,3,93,- 
,,2ª opção,6,6,7,7,- ,- ,12,- ,18,- 
,,3ª opção,2,1,1,- ,- ,- ,3,- ,- ,- 
,Pensões rurais/reformas,,743,417,504,444,95,499,719,44,"1,035",12
,,1ª opção,535,231,354,180,35,393,366,13,509,7
,,2ª opção,186,165,121,206,52,88,301,29,410,4
,,3ª opção,22,21,29,58,8,18,52,2,116,1
,Juros e dividendos,,23,40,28,58,38,1,24,8,148,- 
,,1ª opção,3,14,8,23,18,- ,7,2,44,- 
,,2ª opção,16,24,17,29,15,1,16,6,63,- 
,,3ª opção,4,2,3,6,5,- ,1,- ,41,- 
,Remessas de emigrantes,,88,16,24,7,- ,15,16,1,12,- 
,,1ª opção,51,8,16,6,- ,13,8,1,7,- 
,,2ª opção,32,7,7,1,- ,1,8,- ,4,- 
,,3ª opção,5,1,1,- ,- ,1,- ,- ,1,- 
,Outras,,257,121,79,49,40,22,59,8,526,2
,,1ª opção,25,42,7,26,1,10,18,5,83,1
,,2ª opção,149,50,44,19,20,8,34,2,276,- 
,,3ª opção,83,29,28,4,19,4,7,1,167,1
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,,
