Origem do rendimento do agregado doméstico do produtor singular (Ilha do Pico - Lajes do Pico),,,,,,,,,,
,,,,,,,,,,Pág. 2/3
,,Ilha Terceira,Angra do Heroísmo,Vila Praia da Vitória,Ilha da Graciosa (Sta C.Grac.),Ilha de São Jorge,Calheta,Velas,Ilha do Pico,Lajes do Pico
Total explorações com produtor singular,,  4 464 ,  2 592 ,  1 872 ,   921 ,  1 279 ,   641 ,   638 ,  2 640 ,  1 002 
Exclusivamente da actividade da exploração,,   431 ,   292 ,   139 ,   39 ,   194 ,   102 ,   92 ,   126 ,   60 
Principalmente da actividade da exploração,,   643 ,   385 ,   258 ,   73 ,   271 ,   159 ,   112 ,   479 ,   213 
Salários do sector primário,,   70 ,   48 ,   22 ,   15 ,   27 ,   14 ,   13 ,   54 ,   11 
,1ª opção,   54 ,   37 ,   17 ,   15 ,   22 ,   14 ,   8 ,   49 ,   11 
,2ª opção,   16 ,   11 ,   5 ,- ,   5 ,- ,   5 ,   5 ,- 
,3ª opção,- ,- ,- ,- ,- ,- ,- ,- ,- 
Salários do sector secúndário,,   72 ,   43 ,   29 ,   18 ,   35 ,   16 ,   19 ,   85 ,   55 
,1ª opção,   62 ,   37 ,   25 ,   15 ,   32 ,   14 ,   18 ,   78 ,   51 
,2ª opção,   10 ,   6 ,   4 ,   3 ,   3 ,   2 ,   1 ,   7 ,   4 
,3ª opção,- ,- ,- ,- ,- ,- ,- ,- ,- 
Salários do sector terciário,,   317 ,   192 ,   125 ,   29 ,   77 ,   46 ,   31 ,   180 ,   76 
,1ª opção,   282 ,   168 ,   114 ,   22 ,   64 ,   40 ,   24 ,   162 ,   60 
,2ª opção,   33 ,   22 ,   11 ,   7 ,   11 ,   5 ,   6 ,   18 ,   16 
,3ª opção,   2 ,   2 ,- ,- ,   2 ,   1 ,   1 ,- ,- 
Actividade empresarial,,   11 ,   9 ,   2 ,- ,   2 ,- ,   2 ,   15 ,   6 
,1ª opção,   8 ,   7 ,   1 ,- ,   2 ,- ,   2 ,   9 ,   4 
,2ª opção,   3 ,   2 ,   1 ,- ,- ,- ,- ,   6 ,   2 
,3ª opção,- ,- ,- ,- ,- ,- ,- ,- ,- 
Pensões rurais/reformas,,   288 ,   172 ,   116 ,   21 ,   125 ,   60 ,   65 ,   287 ,   122 
,1ª opção,   208 ,   123 ,   85 ,   17 ,   107 ,   52 ,   55 ,   172 ,   83 
,2ª opção,   73 ,   45 ,   28 ,   3 ,   14 ,   7 ,   7 ,   112 ,   37 
,3ª opção,   7 ,   4 ,   3 ,   1 ,   4 ,   1 ,   3 ,   3 ,   2 
Juros e dividendos,,   27 ,   5 ,   22 ,   4 ,   10 ,   10 ,- ,   20 ,   10 
,1ª opção,   9 ,   2 ,   7 ,   2 ,   9 ,   9 ,- ,   3 ,   1 
,2ª opção,   16 ,   3 ,   13 ,   2 ,   1 ,   1 ,- ,   13 ,   8 
,3ª opção,   2 ,- ,   2 ,- ,- ,- ,- ,   4 ,   1 
Remessas de emigrantes,,   2 ,   2 ,- ,- ,   6 ,   6 ,- ,   5 ,- 
