Mão-de-obra agrícola não familiar permanente segundo o tempo de actividade (Baixo Alentejo - Vidigueira),,,,,,,,,
,,,,,,Pág 7/7,,,
,,,Cuba,Ferreira do Alentejo,Mértola,Moura,Ourique,Serpa,Vidigueira
Tempo de actividade agrícola dos trabalhadores permanentes,,,   127 ,   330 ,   237 ,   315 ,   161 ,   471 ,   216 
,Tempo parcial,,   28 ,   30 ,   41 ,   55 ,   22 ,   84 ,   30 
,,> 0 - < 25%,   15 ,   12 ,   15 ,   12 ,   17 ,   27 ,   14 
,,25 - < 50%,   7 ,   8 ,   11 ,   13 ,   3 ,   20 ,   5 
,,50 - < 75%,   1 ,   6 ,   5 ,   7 ,   1 ,   10 ,   7 
,,75 - < 100%,   5 ,   4 ,   10 ,   23 ,   1 ,   27 ,   4 
,Tempo completo,,   99 ,   300 ,   196 ,   260 ,   139 ,   387 ,   186 
Homem,,,   113 ,   283 ,   210 ,   277 ,   145 ,   400 ,   186 
,Tempo parcial,,   24 ,   29 ,   33 ,   46 ,   15 ,   65 ,   23 
,,> 0 - < 25%,   13 ,   12 ,   10 ,   11 ,   10 ,   16 ,   11 
,,25 - < 50%,   6 ,   8 ,   9 ,   7 ,   3 ,   16 ,   2 
,,50 - < 75%,   1 ,   5 ,   5 ,   6 ,   1 ,   9 ,   7 
,,75 - < 100%,   4 ,   4 ,   9 ,   22 ,   1 ,   24 ,   3 
,Tempo completo,,   89 ,   254 ,   177 ,   231 ,   130 ,   335 ,   163 
Mulher,,,   14 ,   47 ,   27 ,   38 ,   16 ,   71 ,   30 
,Tempo parcial,,   4 ,   1 ,   8 ,   9 ,   7 ,   19 ,   7 
,,> 0 - < 25%,   2 ,- ,   5 ,   1 ,   7 ,   11 ,   3 
,,25 - < 50%,   1 ,- ,   2 ,   6 ,- ,   4 ,   3 
,,50 - < 75%,- ,   1 ,- ,   1 ,- ,   1 ,- 
,,75 - < 100%,   1 ,- ,   1 ,   1 ,- ,   3 ,   1 
,Tempo completo,,   10 ,   46 ,   19 ,   29 ,   9 ,   52 ,   23 
Tempo de actividade agrícola dos dirigentes assalariados,,,   8 ,   35 ,   30 ,   39 ,   31 ,   67 ,   28 
