Origem do rendimento do agregado doméstico do produtor singular (Alentejo Central),,,,,,,,,
,,,,,,,,,Pág 3/7
,,,Marvão,Monforte,Mora,Nisa,Ponte Sôr,Portalegre,Alentejo Central
Total explorações com produtor singular,,,   554 ,   222 ,   502 ,  1 388 ,  1 993 ,  1 617 ,  8 639 
Exclusivamente da actividade da exploração,,,   85 ,   29 ,   35 ,   47 ,   67 ,   117 ,   669 
Principalmente da actividade da exploração,,,   42 ,   55 ,   52 ,   106 ,   154 ,   131 ,  1 628 
,Salários do sector primário,,   1 ,   8 ,   13 ,   16 ,   18 ,   12 ,   207 
,,1ª opção,   1 ,   7 ,   10 ,   16 ,   15 ,   8 ,   175 
,,2ª opção,- ,   1 ,   3 ,- ,   3 ,   4 ,   29 
,,3ª opção,- ,- ,- ,- ,- ,- ,   3 
,Salários do sector secúndário,,   2 ,   3 ,   8 ,   9 ,   17 ,   24 ,   159 
,,1ª opção,   2 ,   3 ,   8 ,   7 ,   12 ,   18 ,   111 
,,2ª opção,- ,- ,- ,   2 ,   4 ,   6 ,   45 
,,3ª opção,- ,- ,- ,- ,   1 ,- ,   3 
,Salários do sector terciário,,   9 ,   6 ,   14 ,   31 ,   46 ,   33 ,   468 
,,1ª opção,   9 ,   5 ,   13 ,   26 ,   35 ,   30 ,   385 
,,2ª opção,- ,   1 ,   1 ,   5 ,   8 ,   3 ,   79 
,,3ª opção,- ,- ,- ,- ,   3 ,- ,   4 
,Actividade empresarial,,- ,   6 ,   4 ,   2 ,   22 ,   11 ,   243 
,,1ª opção,- ,   6 ,   3 ,- ,   17 ,   10 ,   201 
,,2ª opção,- ,- ,   1 ,   1 ,   4 ,   1 ,   33 
,,3ª opção,- ,- ,- ,   1 ,   1 ,- ,   9 
,Pensões rurais/reformas,,   30 ,   36 ,   18 ,   66 ,   82 ,   76 ,   847 
,,1ª opção,   30 ,   32 ,   15 ,   57 ,   68 ,   64 ,   721 
,,2ª opção,- ,   4 ,   3 ,   9 ,   13 ,   10 ,   115 
,,3ª opção,- ,- ,- ,- ,   1 ,   2 ,   11 
,Juros e dividendos,,- ,- ,   5 ,- ,   12 ,   1 ,   16 
,,1ª opção,- ,- ,   3 ,- ,   5 ,- ,   11 
,,2ª opção,- ,- ,   2 ,- ,   4 ,   1 ,   5 
,,3ª opção,- ,- ,- ,- ,   3 ,- ,- 
,Remessas de emigrantes,,- ,- ,- ,- ,   1 ,- ,   2 
,,1ª opção,- ,- ,- ,- ,   1 ,- ,   1 
,,2ª opção,- ,- ,- ,- ,- ,- ,- 
,,3ª opção,- ,- ,- ,- ,- ,- ,   1 
,Outras,,- ,   2 ,   1 ,- ,   2 ,   1 ,   41 
,,1ª opção,- ,   2 ,- ,- ,   1 ,   1 ,   23 
,,2ª opção,- ,- ,   1 ,- ,   1 ,- ,   17 
,,3ª opção,- ,- ,- ,- ,- ,- ,   1 
Principalmente origem exterior à actividade da exploração,,,   427 ,   138 ,   415 ,  1 235 ,  1 772 ,  1 369 ,  6 342 
,Salários do sector primário,,   22 ,   24 ,   48 ,   42 ,   270 ,   72 ,   835 
,,1ª opção,   20 ,   21 ,   36 ,   34 ,   184 ,   48 ,   604 
,,2ª opção,   2 ,   3 ,   11 ,   8 ,   79 ,   20 ,   191 
