Mão-de-obra agrícola não familiar permanente segundo o tempo de actividade (Baixo Alentejo - Castro Verde),,,,,,,,,
,,,,,,,,,Pág 6/7
,,,Baixo Alentejo,Aljustrel,Almodôvar,Alvito,Barrancos,Beja,Castro Verde
Tempo de actividade agrícola dos trabalhadores permanentes,,,  3 209 ,   227 ,   63 ,   117 ,   23 ,   751 ,   171 
,Tempo parcial,,   685 ,   41 ,   11 ,   41 ,   12 ,   264 ,   26 
,,> 0 - < 25%,   229 ,   18 ,   6 ,   4 ,   3 ,   79 ,   7 
,,25 - < 50%,   118 ,   6 ,   2 ,   7 ,   2 ,   28 ,   6 
,,50 - < 75%,   77 ,   3 ,- ,   3 ,   4 ,   29 ,   1 
,,75 - < 100%,   261 ,   14 ,   3 ,   27 ,   3 ,   128 ,   12 
,Tempo completo,,  2 524 ,   186 ,   52 ,   76 ,   11 ,   487 ,   145 
Homem,,,  2 809 ,   217 ,   60 ,   98 ,   19 ,   640 ,   161 
,Tempo parcial,,   556 ,   36 ,   11 ,   34 ,   10 ,   207 ,   23 
,,> 0 - < 25%,   161 ,   15 ,   6 ,   4 ,   3 ,   44 ,   6 
,,25 - < 50%,   91 ,   5 ,   2 ,   6 ,   1 ,   20 ,   6 
,,50 - < 75%,   70 ,   3 ,- ,   3 ,   3 ,   26 ,   1 
,,75 - < 100%,   234 ,   13 ,   3 ,   21 ,   3 ,   117 ,   10 
,Tempo completo,,  2 253 ,   181 ,   49 ,   64 ,   9 ,   433 ,   138 
Mulher,,,   400 ,   10 ,   3 ,   19 ,   4 ,   111 ,   10 
,Tempo parcial,,   129 ,   5 ,- ,   7 ,   2 ,   57 ,   3 
,,> 0 - < 25%,   68 ,   3 ,- ,- ,- ,   35 ,   1 
,,25 - < 50%,   27 ,   1 ,- ,   1 ,   1 ,   8 ,- 
,,50 - < 75%,   7 ,- ,- ,- ,   1 ,   3 ,- 
,,75 - < 100%,   27 ,   1 ,- ,   6 ,- ,   11 ,   2 
,Tempo completo,,   271 ,   5 ,   3 ,   12 ,   2 ,   54 ,   7 
Tempo de actividade agrícola dos dirigentes assalariados,,,   403 ,   28 ,   6 ,   16 ,   5 ,   87 ,   23 
,Tempo parcial,,   280 ,   12 ,   5 ,   13 ,   4 ,   60 ,   10 
,,> 0 - < 25%,   107 ,   3 ,   3 ,   2 ,   2 ,   14 ,   4 
,,25 - < 50%,   68 ,   5 ,   1 ,   6 ,- ,   17 ,   4 
,,50 - < 75%,   41 ,   3 ,- ,   3 ,   2 ,   14 ,- 
,,75 - < 100%,   64 ,   1 ,   1 ,   2 ,- ,   15 ,   2 
,Tempo completo,,   123 ,   16 ,   1 ,   3 ,   1 ,   27 ,   13 
Homem,,,   357 ,   27 ,   6 ,   15 ,   5 ,   75 ,   21 
,Tempo parcial,,   242 ,   11 ,   5 ,   12 ,   4 ,   50 ,   9 
,,> 0 - < 25%,   86 ,   3 ,   3 ,   2 ,   2 ,   12 ,   4 
,,25 - < 50%,   61 ,   4 ,   1 ,   5 ,- ,   15 ,   4 
,,50 - < 75%,   36 ,   3 ,- ,   3 ,   2 ,   11 ,- 
,,75 - < 100%,   59 ,   1 ,   1 ,   2 ,- ,   12 ,   1 
,Tempo completo,,   115 ,   16 ,   1 ,   3 ,   1 ,   25 ,   12 
Mulher,,,   46 ,   1 ,- ,   1 ,- ,   12 ,   2 
,Tempo parcial,,   38 ,   1 ,- ,   1 ,- ,   10 ,   1 
,,> 0 - < 25%,   21 ,- ,- ,- ,- ,   2 ,- 
,,25 - < 50%,   7 ,   1 ,- ,   1 ,- ,   2 ,- 
,,50 - < 75%,   5 ,- ,- ,- ,- ,   3 ,- 
,,75 - < 100%,   5 ,- ,- ,- ,- ,   3 ,   1 
,Tempo completo,,   8 ,- ,- ,- ,- ,   2 ,   1 
Tempo de actividade agrícola dos outros trabalhadores permanentes,,,  2 806 ,   199 ,   57 ,   101 ,   18 ,   664 ,   148 
,Tempo parcial,,   405 ,   29 ,   6 ,   28 ,   8 ,   204 ,   16 
,,> 0 - < 25%,   122 ,   15 ,   3 ,   2 ,   1 ,   65 ,   3 
,,25 - < 50%,   50 ,   1 ,   1 ,   1 ,   2 ,   11 ,   2 
,,50 - < 75%,   36 ,- ,- ,- ,   2 ,   15 ,   1 
,,75 - < 100%,   197 ,   13 ,   2 ,   25 ,   3 ,   113 ,   10 
,Tempo completo,,  2 401 ,   170 ,   51 ,   73 ,   10 ,   460 ,   132 
Homem,,,  2 452 ,   190 ,   54 ,   83 ,   14 ,   565 ,   140 
,Tempo parcial,,   314 ,   25 ,   6 ,   22 ,   6 ,   157 ,   14 
,,> 0 - < 25%,   75 ,   12 ,   3 ,   2 ,   1 ,   32 ,   2 
,,25 - < 50%,   30 ,   1 ,   1 ,   1 ,   1 ,   5 ,   2 
,,50 - < 75%,   34 ,- ,- ,- ,   1 ,   15 ,   1 
,,75 - < 100%,   175 ,   12 ,   2 ,   19 ,   3 ,   105 ,   9 
,Tempo completo,,  2 138 ,   165 ,   48 ,   61 ,   8 ,   408 ,   126 
Mulher,,,   354 ,   9 ,   3 ,   18 ,   4 ,   99 ,   8 
,Tempo parcial,,   91 ,   4 ,- ,   6 ,   2 ,   47 ,   2 
,,> 0 - < 25%,   47 ,   3 ,- ,- ,- ,   33 ,   1 
,,25 - < 50%,   20 ,- ,- ,- ,   1 ,   6 ,- 
