Produtor singular segundo a dimensão económica e as classes de idade (Página 2),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 2/2
Região Agrária,,,,Total,Classes de dimensão económica (UDE),,,,,,
,Nut III,,,,> 0 a < 2,2 a < 4,4 a < 8,8 a < 16,16 a < 40,40 a < 100,> = 100
,,Concelho,,,nº de indíviduos,,,,,,
,,Loulé,,,,,,,,,
,,,Total,"3,539","1,802",816,543,240,107,21,10
,,,15 - 24,8,4,- ,1,1,1,1,- 
,,,25 - 34,64,26,18,9,2,6,2,1
,,,35 - 44,168,70,24,28,18,23,4,1
,,,45 - 54,469,213,111,78,38,21,5,3
,,,55 - 64,973,437,252,163,81,31,4,5
,,,>= 65,"1,857","1,052",411,264,100,25,5,- 
,,Monchique,,,,,,,,,
,,,Total,768,370,186,112,53,30,13,4
,,,15 - 24,1,1,- ,- ,- ,- ,- ,- 
,,,25 - 34,23,6,7,4,3,1,1,1
,,,35 - 44,74,29,16,7,10,8,3,1
,,,45 - 54,109,46,21,23,9,6,4,- 
,,,55 - 64,221,92,57,39,16,10,5,2
,,,>= 65,340,196,85,39,15,5,- ,- 
,,Olhão,,,,,,,,,
,,,Total,"1,140",515,228,208,96,65,21,7
,,,15 - 24,1,- ,- ,1,- ,- ,- ,- 
,,,25 - 34,17,6,2,1,2,6,- ,- 
,,,35 - 44,64,23,11,8,6,10,5,1
,,,45 - 54,190,85,31,35,22,13,4,- 
,,,55 - 64,321,122,77,76,25,14,5,2
,,,>= 65,547,279,107,87,41,22,7,4
,,Portimão,,,,,,,,,
,,,Total,551,188,143,111,65,32,9,3
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,8,2,3,- ,1,2,- ,- 
,,,35 - 44,43,14,15,3,5,3,3,- 
,,,45 - 54,105,34,19,23,19,7,2,1
,,,55 - 64,153,43,43,31,23,12,1,- 
,,,>= 65,242,95,63,54,17,8,3,2
,,São Brás de Alportel,,,,,,,,,
,,,Total,557,341,119,65,22,7,2,1
,,,15 - 24,1,- ,- ,- ,- ,- ,1,- 
,,,25 - 34,10,4,2,1,2,1,- ,- 
,,,35 - 44,27,14,5,4,1,2,1,- 
,,,45 - 54,62,36,13,10,2,- ,- ,1
,,,55 - 64,153,93,34,19,6,1,- ,- 
,,,>= 65,304,194,65,31,11,3,- ,- 
,,Silves,,,,,,,,,
,,,Total,"3,050","1,077",632,543,433,250,99,16
,,,15 - 24,10,3,4,- ,1,2,- ,- 
,,,25 - 34,92,15,13,13,23,15,13,- 
,,,35 - 44,246,66,42,42,49,32,10,5
,,,45 - 54,458,135,84,85,68,60,24,2
,,,55 - 64,771,253,169,145,114,66,20,4
,,,>= 65,"1,473",605,320,258,178,75,32,5
,,Tavira,,,,,,,,,
,,,Total,"2,127",846,487,383,234,141,27,9
,,,15 - 24,3,1,- ,2,- ,- ,- ,- 
,,,25 - 34,31,9,6,7,4,5,- ,- 
,,,35 - 44,126,46,22,18,14,17,6,3
,,,45 - 54,346,118,67,69,48,37,7,- 
,,,55 - 64,576,190,142,125,73,39,6,1
,,,>= 65,"1,045",482,250,162,95,43,8,5
,,Vila do Bispo,,,,,,,,,
,,,Total,166,61,51,27,11,13,3,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,4,1,1,- ,1,- ,1,- 
,,,35 - 44,14,- ,5,3,4,2,- ,- 
,,,45 - 54,18,6,3,6,1,2,- ,- 
,,,55 - 64,49,16,16,8,3,6,- ,- 
,,,>= 65,81,38,26,10,2,3,2,- 
,,Vila Real de Santo António,,,,,,,,,
,,,Total,311,122,73,49,38,23,6,- 
,,,15 - 24,1,- ,- ,1,- ,- ,- ,- 
,,,25 - 34,2,2,- ,- ,- ,- ,- ,- 
,,,35 - 44,13,5,2,3,2,1,- ,- 
,,,45 - 54,44,11,13,7,8,5,- ,- 
,,,55 - 64,79,25,17,14,15,7,1,- 
,,,>= 65,172,79,41,24,13,10,5,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região do Algarve.",,,,,,,,,,,
