Actividade renumerada exterior à exploração da população agrícola familiar (Página 2),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 2/2
,,,Loulé,Monchique,Olhão,Portimão,São Brás de Alportel,Silves,Tavira,Vila do Bispo,Vila Real de Santo António
,,,nº de indivíduos,,,,,,,,
População agrícola familiar,,,"8,770","2,115","2,865","1,498","1,436","7,970","5,833",411,706
,Actividade exterior - principal,,"2,436",592,968,474,446,"2,196","1,715",124,211
,,"Agric, prod. animal, caça e activ. seviços relacionados",139,42,67,15,28,173,317,15,32
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",24,81,8,16,6,18,16,- ,- 
,,"Pesca, aquacultura e activ. seviços relacionados",9,4,33,1,- ,4,10,2,2
,,Ind. alimentares das bebidas e do tabaco,48,3,4,2,18,16,4,2,6
,,Outras indústrias,148,17,69,28,40,118,100,2,7
,,"Prod. e distribuição de  electricidade, gás e água",36,6,10,16,5,21,7,- ,7
,,Construção,347,87,152,86,82,258,312,19,42
,,Comércio por grosso e retalho,380,78,175,71,88,374,227,14,41
,,Alojamento e restauração,234,95,18,83,17,263,99,20,22
,,Administração pública,175,26,62,31,38,186,142,23,28
,,Educação,114,19,44,11,15,87,58,1,- 
,,Saúde e acção social,44,9,35,16,18,41,43,2,1
,,Outras,738,125,291,98,91,637,380,24,23
,Actividade exterior - secundária,,53,63,12,8,11,95,115,6,3
,,"Agric, prod. animal, caça e activ. seviços relacionados",5,18,3,- ,1,23,56,1,- 
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",3,15,- ,- ,- ,3,1,1,- 
,,"Pesca, aquacultura e activ. seviços relacionados",- ,1,- ,- ,- ,- ,- ,- ,- 
,,Ind. alimentares das bebidas e do tabaco,1,- ,- ,- ,1,- ,3,- ,- 
,,Outras indústrias,3,- ,- ,- ,1,2,1,- ,- 
,,"Prod. e distribuição de  electricidade, gás e água",- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Construção,13,4,2,- ,2,20,8,- ,1
,,Comércio por grosso e retalho,9,18,2,6,1,29,35,1,1
,,Alojamento e restauração,8,3,- ,- ,2,8,2,- ,- 
,,Administração pública,- ,- ,- ,- ,- ,- ,1,1,- 
,,Educação,- ,1,- ,- ,- ,- ,- ,- ,- 
,,Saúde e acção social,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras,11,3,5,2,3,10,8,2,1
Produtor Singular,,,"3,539",768,"1,141",551,559,"3,051","2,130",167,311
,Actividade exterior - principal,,913,219,415,190,191,824,702,50,99
,,"Agric, prod. animal, caça e activ. seviços relacionados",63,16,29,8,16,76,144,10,20
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",18,44,5,13,4,6,7,- ,- 
,,"Pesca, aquacultura e activ. seviços relacionados",7,- ,26,- ,- ,2,2,1,1
,,Ind. alimentares das bebidas e do tabaco,19,1,2,1,8,4,2,1,1
,,Outras indústrias,58,5,32,10,22,59,61,- ,3
,,"Prod. e distribuição de  electricidade, gás e água",17,2,4,4,2,9,2,- ,4
,,Construção,192,38,83,48,46,131,147,6,26
,,Comércio por grosso e retalho,149,31,78,24,40,165,94,4,17
,,Alojamento e restauração,60,23,8,24,5,65,28,3,5
,,Administração pública,57,11,26,14,13,74,47,15,12
,,Educação,25,1,10,3,1,18,15,- ,- 
,,Saúde e acção social,12,2,3,2,6,11,14,- ,1
,,Outras,236,45,109,39,28,204,139,10,9
,Actividade exterior - secundária,,44,49,7,6,8,62,81,4,3
,,"Agric, prod. animal, caça e activ. seviços relacionados",4,15,2,- ,1,17,36,1,- 
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",3,9,- ,- ,- ,3,1,1,- 
,,"Pesca, aquacultura e activ. seviços relacionados",- ,1,- ,- ,- ,- ,- ,- ,- 
,,Ind. alimentares das bebidas e do tabaco,1,- ,- ,- ,1,- ,3,- ,- 
,,Outras indústrias,3,- ,- ,- ,1,1,1,- ,- 
,,"Prod. e distribuição de  electricidade, gás e água",- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Construção,12,3,2,- ,1,12,7,- ,1
,,Comércio por grosso e retalho,9,16,1,5,1,20,27,1,1
,,Alojamento e restauração,6,3,- ,- ,1,2,- ,- ,- 
,,Administração pública,- ,- ,- ,- ,- ,- ,1,1,- 
,,Educação,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Saúde e acção social,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras,6,2,2,1,2,7,5,- ,1
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região do Algarve.",,,,,,,,,,,
