Produtor singular segundo a dimensão económica e as classes de idade (Página 1),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 1/2
Região Agrária,,,,Total,Classes de dimensão económica (UDE),,,,,,
,Nut III,,,,> 0 a < 2,2 a < 4,4 a < 8,8 a < 16,16 a < 40,40 a < 100,> = 100
,,Concelho,,,nº de indíviduos,,,,,,
Algarve,,,, ,,,,,,,
,,,Total,"18,626","8,096","4,181","3,130","1,814","1,001",324,80
,,,15 - 24,45,14,4,7,9,7,4,- 
,,,25 - 34,371,110,68,49,49,58,34,3
,,,35 - 44,"1,177",405,205,185,166,147,53,16
,,,45 - 54,"2,722","1,027",561,507,319,216,76,16
,,,55 - 64,"4,938","1,919","1,178",916,559,272,71,23
,,,>= 65,"9,373","4,621","2,165","1,466",712,301,86,22
,Algarve,,,,,,,,,,
,,,Total,"18,626","8,096","4,181","3,130","1,814","1,001",324,80
,,,15 - 24,45,14,4,7,9,7,4,- 
,,,25 - 34,371,110,68,49,49,58,34,3
,,,35 - 44,"1,177",405,205,185,166,147,53,16
,,,45 - 54,"2,722","1,027",561,507,319,216,76,16
,,,55 - 64,"4,938","1,919","1,178",916,559,272,71,23
,,,>= 65,"9,373","4,621","2,165","1,466",712,301,86,22
,,Albufeira,,,,,,,,,
,,,Total,"1,123",517,216,183,116,67,20,4
,,,15 - 24,2,1,- ,- ,1,- ,- ,- 
,,,25 - 34,13,6,3,3,- ,- ,1,- 
,,,35 - 44,69,26,10,15,6,9,3,- 
,,,45 - 54,177,77,31,32,17,16,2,2
,,,55 - 64,288,124,59,49,34,13,7,2
,,,>= 65,574,283,113,84,58,29,7,- 
,,Alcoutim,,,,,,,,,
,,,Total,"1,035",570,235,143,57,22,8,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,16,7,3,4,1,- ,1,- 
,,,35 - 44,52,22,8,9,5,6,2,- 
,,,45 - 54,141,65,36,16,17,6,1,- 
,,,55 - 64,271,143,65,38,18,6,1,- 
,,,>= 65,555,333,123,76,16,4,3,- 
,,Aljezur,,,,,,,,,
,,,Total,704,275,217,132,53,20,7,- 
,,,15 - 24,1,- ,- ,- ,- ,1,- ,- 
,,,25 - 34,12,6,3,1,- ,1,1,- 
,,,35 - 44,38,16,8,6,5,1,2,- 
,,,45 - 54,87,26,20,22,14,5,- ,- 
,,,55 - 64,177,58,54,36,21,6,2,- 
,,,>= 65,389,169,132,67,13,6,2,- 
,,Castro Marim,,,,,,,,,
,,,Total,911,385,224,171,78,36,12,5
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,11,7,- ,1,1,- ,2,- 
,,,35 - 44,49,20,8,7,2,8,3,1
,,,45 - 54,122,49,36,22,7,5,3,- 
,,,55 - 64,220,77,48,48,30,13,1,3
,,,>= 65,509,232,132,93,38,10,3,1
,,Faro,,,,,,,,,
,,,Total,"1,523",635,247,219,194,146,62,20
,,,15 - 24,15,4,- ,1,5,3,2,- 
,,,25 - 34,45,7,2,- ,5,18,12,1
,,,35 - 44,117,35,10,14,23,21,10,4
,,,45 - 54,246,87,35,31,35,29,22,7
,,,55 - 64,395,146,81,62,57,34,12,3
,,,>= 65,705,356,119,111,69,41,4,5
,,Lagoa,,,,,,,,,
,,,Total,483,194,119,91,47,24,8,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,6,3,1,- ,1,1,- ,- 
,,,35 - 44,30,10,8,7,2,2,1,- 
,,,45 - 54,51,17,14,12,3,4,1,- 
,,,55 - 64,121,51,24,23,13,8,2,- 
,,,>= 65,275,113,72,49,28,9,4,- 
,,Lagos,,,,,,,,,
,,,Total,638,198,188,150,77,18,6,1
,,,15 - 24,2,- ,- ,1,1,- ,- ,- 
,,,25 - 34,17,3,4,5,3,2,- ,- 
,,,35 - 44,47,9,11,11,14,2,- ,- 
,,,45 - 54,97,22,27,36,11,- ,1,- 
,,,55 - 64,170,49,40,40,30,6,4,1
,,,>= 65,305,115,106,57,18,8,1,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região do Algarve.",,,,,,,,,,,
