"Origem do rendimento do agregado doméstico do produtor singular (Total e Baixo Vouga, página 1)",,,,,,,,,
,,,,,,,,,1999
,,,,,,,,,pág. 1/8
,,,BEIRA LITORAL,Baixo Vouga,Águeda,Albergaria-a-Velha,Anadia,Aveiro,Estarreja
,,,expl. (nº),,,,,,
Total explorações com produtor singular,,,"79,266","15,364","2,273",982,"2,735","1,159","1,122"
Exclusivamente da actividade da exploração,,,"6,223","1,445",283,44,176,86,119
Principalmente da actividade da exploração,,,"16,492","3,752",438,112,486,344,334
,Salários do sector primário,,"1,691",336,42,14,132,10,8
,,1ª opção,"1,355",250,41,9,90,5,5
,,2ª opção,306,77,1,4,40,4,3
,,3ª opção,30,9,- ,1,2,1,- 
,Salários do sector secúndário,,"4,706","1,390",203,37,115,132,134
,,1ª opção,"3,729","1,121",164,27,90,107,114
,,2ª opção,910,259,39,10,23,24,19
,,3ª opção,67,10,- ,- ,2,1,1
,Salários do sector terciário,,"3,533",857,76,36,90,120,72
,,1ª opção,"2,397",583,51,27,64,86,50
,,2ª opção,"1,014",240,23,9,25,32,20
,,3ª opção,122,34,2,- ,1,2,2
,Actividade empresarial,,334,90,21,2,13,2,11
,,1ª opção,273,74,19,2,10,2,8
,,2ª opção,57,14,1,- ,3,- ,3
,,3ª opção,4,2,1,- ,- ,- ,- 
,Pensões rurais/reformas,,"9,179","1,955",188,60,244,178,197
,,1ª opção,"7,913","1,592",158,41,197,127,152
,,2ª opção,"1,153",331,30,14,45,44,41
,,3ª opção,113,32,- ,5,2,7,4
,Juros e dividendos,,455,39,3,2,10,3,1
,,1ª opção,202,31,1,1,9,2,- 
,,2ª opção,234,5,- ,1,1,- ,1
,,3ª opção,19,3,2,- ,- ,1,- 
,Remessas de emigrantes,,382,34,- ,- ,11,1,- 
,,1ª opção,244,26,- ,- ,9,1,- 
,,2ª opção,122,6,- ,- ,2,- ,- 
,,3ª opção,16,2,- ,- ,- ,- ,- 
,Outras,,618,110,5,7,26,21,5
,,1ª opção,379,75,4,5,17,14,5
,,2ª opção,215,31,1,2,7,6,- 
,,3ª opção,24,4,- ,- ,2,1,- 
Principalmente origem exterior à actividade da exploração,,,"56,551","10,167","1,552",826,"2,073",729,669
,Salários do sector primário,,"4,105",809,82,45,285,39,29
,,1ª opção,"2,551",504,56,23,181,22,15
,,2ª opção,"1,325",259,25,17,92,13,12
,,3ª opção,229,46,1,5,12,4,2
,Salários do sector secúndário,,"19,787","5,029",947,446,817,359,360
,,1ª opção,"15,301","3,931",743,339,681,273,293
,,2ª opção,"4,090",986,186,98,123,77,58
,,3ª opção,396,112,18,9,13,9,9
,Salários do sector terciário,,"18,187","3,316",449,249,482,284,194
,,1ª opção,"11,556","1,851",205,130,301,157,97
,,2ª opção,"6,049","1,307",218,103,163,114,91
,,3ª opção,582,158,26,16,18,13,6
,Actividade empresarial,,"2,613",677,132,38,182,20,80
,,1ª opção,"2,164",562,118,26,162,17,54
,,2ª opção,396,97,13,11,19,2,23
,,3ª opção,53,18,1,1,1,1,3
,Pensões rurais/reformas,,"29,518","4,441",540,435,914,365,308
,,1ª opção,"23,134","2,955",391,284,659,238,185
,,2ª opção,"5,432","1,226",126,127,211,106,96
,,3ª opção,952,260,23,24,44,21,27
,Juros e dividendos,,"1,340",147,33,3,45,12,5
,,1ª opção,352,57,11,1,8,4,4
,,2ª opção,830,67,16,- ,29,5,- 
,,3ª opção,158,23,6,2,8,3,1
,Remessas de emigrantes,,"1,137",158,9,5,61,7,8
,,1ª opção,730,118,7,2,51,5,7
,,2ª opção,358,36,1,3,9,2,1
,,3ª opção,49,4,1,- ,1,- ,- 
,Outras,,"1,584",335,52,33,61,34,17
,,1ª opção,763,189,21,21,30,13,14
,,2ª opção,685,122,19,11,29,18,3
,,3ª opção,136,24,12,1,2,3,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,
