"Principais características do Produtor Singular - Homem (Pinhal Interior Norte, página 5)",,,,,,,,,,,,
,,,,,,,,,,1999,,
,,,,,,,,,,pág. 14/24,,
,,,Pinhal Interior Norte,Alvaiázere,Ansião,Arganil,Castanheira de Pêra,Figueiró dos Vinhos,Góis,Lousã,,
,,,nº de indivíduos,,,,,,,,,
Homem,,,,,,,,,,,,
Produtor singular,,,"7,898",814,"1,292",792,59,383,219,253,,
,Autónomo,,"7,782",809,"1,281",785,59,381,214,235,,
,Empresário,,116,5,11,7,- ,2,5,18,,
Nível de instrução,,,,,,,,,,,,
,Não sabe ler nem escrever,,930,81,149,85,3,36,41,10,,
,Sabe ler e escrever,,"1,545",202,254,158,8,66,46,15,,
,Básico - 1º ciclo,,"4,626",455,755,489,36,239,111,194,,
,Básico - 2º ciclo,,342,34,62,20,8,28,7,13,,
,Básico - 3º ciclo,,211,23,37,18,2,5,9,7,,
,Secundário agrícola,,12,- ,5,1,- ,- ,- ,2,,
,Secundário não agrícola,,94,10,13,10,1,5,1,5
,Politécnico / Superior agrícola,,13,- ,1,3,- ,- ,2,3
,Politécnico / Superior não agrícola,,125,9,16,8,1,4,2,4
Formação profissional agrícola,,,,,,,,,,
,Exclusivamente prática,,"7,759",807,"1,273",774,58,381,212,238
,Curta duração,,54,3,8,5,- ,1,2,7
,Longa duração,,29,3,3,5,- ,- ,1,- 
,Longa e curta duração,,31,1,2,4,1,1,2,3
,Completa,,25,- ,6,4,- ,- ,2,5
Tempo de actividade agrícola ,,,,,,,,,,
,Tempo parcial,,"7,026",755,"1,068",697,59,383,219,227
,,> 0 - < 25%,"1,876",201,451,55,18,110,45,48
,,25 - < 50%,"1,951",193,217,329,13,83,47,96
,,50 - < 75%,913,67,127,131,5,39,22,33
,,75 - < 100%,"2,286",294,273,182,23,151,105,50
,Tempo completo,,872,59,224,95,- ,- ,- ,26
Actividades remuneradas exterior à exploração,,,,,,,,,,
,Principal,,"2,916",287,515,318,25,143,81,96
,,Sector primário,373,38,32,58,2,28,22,9
,,Sector secundário,"1,313",148,284,130,9,58,17,47
,,Sector terciário,"1,230",101,199,130,14,57,42,40
,Secúndária,,22,- ,3,- ,- ,- ,1,- 
,,Sector primário,8,- ,- ,- ,- ,- ,- ,- 
,,Sector secundário,8,- ,3,- ,- ,- ,- ,- 
,,Sector terciário,6,- ,- ,- ,- ,- ,1,- 
Situação na profissão exterior à exploração,,,,,,,,,,
,Patrão/empregador,,538,63,114,43,3,28,16,23
,Trabalhador por conta própria,,706,67,123,89,10,36,20,20
,Trabalhador por conta de outrem,,"1,659",155,280,177,12,76,43,52
,Trabalhador familiar remunerado,,5,- ,- ,1,- ,2,- ,- 
,Outra situação,,30,2,1,8,- ,1,3,1
Produtor singular dirigente,,,"7,775",803,"1,275",792,59,381,219,214
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro."
