"Principais características do Produtor Singular - Homem/Mulher (Pinhal Interior Norte, página 5)",,,,,,,,,,
,,,,,,,,,,1999
,,,,,,,,,,pág. 13/24
,,,Pinhal Interior Norte,Alvaiázere,Ansião,Arganil,Castanheira de Pêra,Figueiró dos Vinhos,Góis,Lousã
,,,nº de indivíduos,,,,,,,
Homem / Mulher,,,,,,,,,,
Produtor singular,,,"10,003","1,097","1,687",903,68,496,279,297
,Autónomo,,"9,876","1,088","1,675",895,68,494,273,279
,Empresário,,127,9,12,8,- ,2,6,18
Nível de instrução,,,,,,,,,,
,Não sabe ler nem escrever,,"1,303",142,222,108,4,45,56,16
,Sabe ler e escrever,,"2,129",292,366,189,12,96,61,27
,Basico - 1º ciclo,,"5,584",560,932,545,38,295,135,218
,Basico - 2º ciclo,,450,48,84,20,10,40,11,14
,Basico - 3º ciclo,,243,28,43,19,2,9,9,7
,Secúndário agrícola,,13,- ,5,1,- ,- ,1,2
,Secúndário não agrícola,,113,13,13,10,1,6,2,5
,Politécnico superior agrícola,,13,- ,1,3,- ,- ,2,3
,Politécnico superior não agrícola,,155,14,21,8,1,5,2,5
Formação profissional agrícola,,,,,,,,,,
,Exclusivamente prática,,"9,836","1,087","1,662",882,67,493,269,282
,Curta duração,,67,3,13,6,- ,2,3,7
,Longa duração,,39,4,3,7,- ,- ,2,- 
,Longa e curta duração,,35,3,3,4,1,1,2,3
,Completa,,26,- ,6,4,- ,- ,3,5
Tempo de actividade agrícola ,,,,,,,,,,
,Tempo parcial,,"8,864","1,006","1,346",789,68,495,279,269
,,> 0 - < 25%,"2,239",240,518,65,19,133,47,58
,,25 - < 50%,"2,367",240,276,344,14,99,58,107
,,50 - < 75%,"1,230",86,167,164,9,57,30,37
,,75 - < 100%,"3,028",440,385,216,26,206,144,67
,Tempo completo,,"1,139",91,341,114,- ,1,- ,28
Actividades remuneradas exterior à exploração,,,,,,,,,,
,Principal,,"3,241",329,575,329,25,161,98,102
,,Sector primário,409,42,38,59,2,29,29,9
,,Sector secundário,"1,408",159,311,130,9,64,17,47
,,Sector terciário,"1,424",128,226,140,14,68,52,46
,Secúndária,,30,- ,3,- ,- ,- ,2,- 
,,Sector primário,12,- ,- ,- ,- ,- ,1,- 
,,Sector secundário,8,- ,3,- ,- ,- ,- ,- 
,,Sector terciário,10,- ,- ,- ,- ,- ,1,- 
Situação na profissão exterior à exploração,,,,,,,,,,
,Patrão/empregador,,567,64,117,45,3,30,16,24
,Trabalhador por conta própria,,775,80,133,92,10,41,25,22
,Trabalhador por conta de outrem,,"1,885",183,327,183,12,86,50,55
,Trabalhador familiar remunerado,,6,- ,- ,1,- ,3,- ,- 
,Outra situação,,38,2,1,8,- ,1,9,1
Prod. sing. dirigente,,,"9,740","1,073","1,651",901,65,482,279,255
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro."
