Mão-de-obra não familiar permanente segundo o tempo de actividade (Pinhal Litoral),,,,,,,,
,,,,,,,,1999
,,,,,,,,pág. 4/8
,,,Pinhal Litoral,Batalha,Leiria,Marinha Grande,Pombal,Porto de Mós
,,,nº de indivíduos,,,,,
Tempo de actividade agrícola dos trabalhadores permanentes,,,930,106,517,8,96,203
,Tempo parcial,,375,35,241,2,61,36
,,> 0 - < 25%,134,13,91,1,24,5
,,25 - < 50%,103,13,60,1,14,15
,,50 - < 75%,62,2,44,- ,12,4
,,75 - < 100%,76,7,46,- ,11,12
,Tempo completo,,555,71,276,6,35,167
Homem,,,421,44,268,5,43,61
,Tempo parcial,,204,21,124,1,33,25
,,> 0 - < 25%,66,10,39,1,13,3
,,25 - < 50%,60,8,35,- ,5,12
,,50 - < 75%,34,- ,23,- ,8,3
,,75 - < 100%,44,3,27,- ,7,7
,Tempo completo,,217,23,144,4,10,36
Mulher,,,509,62,249,3,53,142
,Tempo parcial,,171,14,117,1,28,11
,,> 0 - < 25%,68,3,52,- ,11,2
,,25 - < 50%,43,5,25,1,9,3
,,50 - < 75%,28,2,21,- ,4,1
,,75 - < 100%,32,4,19,- ,4,5
,Tempo completo,,338,48,132,2,25,131
Tempo de actividade agrícola dos dirigentes assalariados,,,130,16,79,3,15,17
,Tempo parcial,,88,13,49,1,14,11
,,> 0 - < 25%,25,7,11,1,2,4
,,25 - < 50%,16,4,8,- ,2,2
,,50 - < 75%,15,- ,9,- ,4,2
,,75 - < 100%,32,2,21,- ,6,3
,Tempo completo,,42,3,30,2,1,6
Homem,,,118,14,75,3,12,14
,Tempo parcial,,77,11,45,1,11,9
,,> 0 - < 25%,22,6,11,1,1,3
,,25 - < 50%,14,3,7,- ,2,2
,,50 - < 75%,15,- ,9,- ,4,2
,,75 - < 100%,26,2,18,- ,4,2
,Tempo completo,,41,3,30,2,1,5
Mulher,,,12,2,4,- ,3,3
,Tempo parcial,,11,2,4,- ,3,2
,,> 0 - < 25%,3,1,- ,- ,1,1
,,25 - < 50%,2,1,1,- ,- ,- 
,,50 - < 75%,- ,- ,- ,- ,- ,- 
,,75 - < 100%,6,- ,3,- ,2,1
,Tempo completo,,1,- ,- ,- ,- ,1
Tempo de actividade agrícola dos outros trabalhadores permanentes,,,800,90,438,5,81,186
,Tempo parcial,,287,22,192,1,47,25
,,> 0 - < 25%,109,6,80,- ,22,1
,,25 - < 50%,87,9,52,1,12,13
,,50 - < 75%,47,2,35,- ,8,2
,,75 - < 100%,44,5,25,- ,5,9
,Tempo completo,,513,68,246,4,34,161
Homem,,,303,30,193,2,31,47
,Tempo parcial,,127,10,79,- ,22,16
,,> 0 - < 25%,44,4,28,- ,12,- 
,,25 - < 50%,46,5,28,- ,3,10
,,50 - < 75%,19,- ,14,- ,4,1
,,75 - < 100%,18,1,9,- ,3,5
,Tempo completo,,176,20,114,2,9,31
Mulher,,,497,60,245,3,50,139
,Tempo parcial,,160,12,113,1,25,9
,,> 0 - < 25%,65,2,52,- ,10,1
,,25 - < 50%,41,4,24,1,9,3
,,50 - < 75%,28,2,21,- ,4,1
,,75 - < 100%,26,4,16,- ,2,4
,Tempo completo,,337,48,132,2,25,130
"Fonte: INE, Recemseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,
