"Actividade renumerada exterior à exploração da População Agrícola Familiar (Total e Baixo Vouga, página 1)",,,,,,,,,,
,,,,,,,,,1999,
,,,,,,,,,pág. 1/8,
,,,BEIRA LITORAL,Baixo Vouga,Águeda,Albergaria-a-Velha,Anadia,Aveiro,Estarreja,
,,,nº de indivíduos,,,,,,,
População agrícola familiar,,,"246,329","51,171","7,364","3,374","8,385","3,934","3,977",
,Actividade exterior - principal,,"75,427","17,333","2,868","1,172","3,017","1,300","1,131",
,,"Agric, prod. animal, caça e activ. seviços relacionados","3,771",701,53,33,274,18,35,
,,"Sivicult, exploraç. florestal e activ. seviços relacionados","1,648",292,88,21,61,13,3,
,,"Pesca, aquacultura e activ. seviços relacionados",271,117,6,4,3,12,4,
,,Ind. alimentares das bebidas e do tabaco,"1,891",571,35,10,162,22,42,
,,Outras indústrias,"18,806","6,555","1,591",587,"1,078",540,433,
,,"Prod. e distribuição de  electricidade, gás e água","1,080",208,30,16,44,5,21,
,,Construção,"14,456","2,697",293,140,347,155,218,
,,Comércio por grosso e retalho,"8,026","1,813",276,88,355,146,79,
,,Alojamento e restauração,"1,575",394,48,14,95,24,26,
,,Administração pública,"4,069",612,54,46,96,95,19
,,Educação,"2,708",586,77,28,150,29,39
,,Saúde e acção social,"2,352",438,58,10,92,25,21
,,Outras,"14,774","2,349",259,175,260,216,191
,Actividade exterior - secundária,,"1,993",703,46,70,124,76,54
,,"Agric, prod. animal, caça e activ. seviços relacionados",712,211,10,17,84,11,5
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",70,26,3,3,6,- ,2
,,"Pesca, aquacultura e activ. seviços relacionados",20,10,2,- ,- ,3,- 
,,Ind. alimentares das bebidas e do tabaco,24,9,- ,- ,3,- ,- 
,,Outras indústrias,184,119,12,10,2,11,23
,,"Prod. e distribuição de  electricidade, gás e água",7,4,- ,- ,- ,- ,3
,,Construção,311,80,5,4,7,7,5
,,Comércio por grosso e retalho,227,95,9,4,10,17,5
,,Alojamento e restauração,39,10,2,1,3,2,- 
,,Administração pública,23,11,- ,- ,- ,3,1
,,Educação,19,9,- ,- ,1,2,2
,,Saúde e acção social,16,8,- ,1,- ,- ,1
,,Outras,341,111,3,30,8,20,7
Produtor Singular,,,"79,266","15,364","2,273",982,"2,735","1,159","1,122"
,Actividade exterior - principal,,"24,569","5,184",970,332,"1,210",300,240
,,"Agric, prod. animal, caça e activ. seviços relacionados","1,996",355,35,11,173,6,12
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",836,152,52,13,34,6,1
,,"Pesca, aquacultura e activ. seviços relacionados",113,37,3,1,2,4,2
,,Ind. alimentares das bebidas e do tabaco,621,167,10,1,66,5,7
,,Outras indústrias,"5,508","1,841",504,166,391,133,92
,,"Prod. e distribuição de  electricidade, gás e água",334,58,14,6,17,2,2
,,Construção,"5,086",887,136,45,162,38,45
,,Comércio por grosso e retalho,"2,934",591,97,19,150,31,23
,,Alojamento e restauração,387,117,16,- ,39,3,9
,,Administração pública,"1,528",218,25,13,43,29,6
,,Educação,394,87,8,7,29,1,4
,,Saúde e acção social,431,61,5,- ,10,2,3
,,Outras,"4,401",613,65,50,94,40,34
,Actividade exterior - secundária,,"1,221",432,37,46,72,52,27
,,"Agric, prod. animal, caça e activ. seviços relacionados",451,126,9,7,48,8,3
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",38,14,3,3,3,- ,- 
,,"Pesca, aquacultura e activ. seviços relacionados",16,8,1,- ,- ,3,- 
,,Ind. alimentares das bebidas e do tabaco,15,7,- ,- ,3,- ,- 
,,Outras indústrias,119,77,10,8,1,9,13
,,"Prod. e distribuição de  electricidade, gás e água",3,1,- ,- ,- ,- ,1
,,Construção,198,49,4,4,7,4,1
,,Comércio por grosso e retalho,134,55,5,3,5,9,3
,,Alojamento e restauração,21,6,2,- ,2,1,- 
,,Administração pública,17,8,- ,- ,- ,3,1
,,Educação,8,5,- ,- ,- ,1,1
,,Saúde e acção social,8,4,- ,- ,- ,- ,1
,,Outras,193,72,3,21,3,14,3
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,
