"Actividade renumerada exterior à exploração da População Agrícola Familiar (Pinhal Interior Norte, página 1)",,,,,,,,,,
,,,,,,,,,,1999
,,,,,,,,,,pág. 5/8
,,,Pinhal Interior Norte,Alvaiázere,Ansião,Arganil,Castanheira de Pêra,Figueiró dos Vinhos,Góis,Lousã
,,,nº de indivíduos,,,,,,,
População agrícola familiar,,,"28,550","2,893","4,930","2,585",194,"1,345",789,866
,Actividade exterior - principal,,"8,828",821,"1,624",788,62,410,265,237
,,"Agric, prod. animal, caça e activ. seviços relacionados",435,40,44,54,- ,10,17,8
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",230,20,18,24,5,35,39,7
,,"Pesca, aquacultura e activ. seviços relacionados",9,1,2,1,- ,2,- ,- 
,,Ind. alimentares das bebidas e do tabaco,143,16,47,11,- ,- ,1,5
,,Outras indústrias,"2,010",153,457,166,15,99,20,61
,,"Prod. e distribuição de  electricidade, gás e água",119,4,16,13,- ,9,- ,8
,,Construção,"1,714",223,335,174,6,73,45,44
,,Comércio por grosso e retalho,"1,138",100,182,103,9,43,17,41
,,Alojamento e restauração,178,23,24,28,3,25,4,1
,,Administração pública,700,81,125,64,5,39,28,8
,,Educação,326,26,55,25,3,21,6,5
,,Saúde e acção social,369,37,59,19,2,15,20,7
,,Outras,"1,457",97,260,106,14,39,68,42
,Actividade exterior - secundária,,47,1,3,- ,- ,- ,3,2
,,"Agric, prod. animal, caça e activ. seviços relacionados",13,- ,- ,- ,- ,- ,2,- 
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",1,1,- ,- ,- ,- ,- ,- 
,,"Pesca, aquacultura e activ. seviços relacionados",2,- ,- ,- ,- ,- ,- ,- 
,,Ind. alimentares das bebidas e do tabaco,1,- ,1,- ,- ,- ,- ,- 
,,Outras indústrias,2,- ,- ,- ,- ,- ,- ,1
,,"Prod. e distribuição de  electricidade, gás e água",- ,- ,- ,- ,- ,- ,- ,- 
,,Construção,8,- ,2,- ,- ,- ,- ,1
,,Comércio por grosso e retalho,3,- ,- ,- ,- ,- ,1,- 
,,Alojamento e restauração,- ,- ,- ,- ,- ,- ,- ,- 
,,Administração pública,2,- ,- ,- ,- ,- ,- ,- 
,,Educação,1,- ,- ,- ,- ,- ,- ,- 
,,Saúde e acção social,1,- ,- ,- ,- ,- ,- ,- 
,,Outras,13,- ,- ,- ,- ,- ,- ,- 
Produtor Singular,,,"10,003","1,097","1,687",903,68,496,279,297
,Actividade exterior - principal,,"3,241",329,575,329,25,161,98,102
,,"Agric, prod. animal, caça e activ. seviços relacionados",279,29,28,41,- ,8,12,5
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",128,13,10,18,2,20,17,4
,,"Pesca, aquacultura e activ. seviços relacionados",2,- ,- ,- ,- ,1,- ,- 
,,Ind. alimentares das bebidas e do tabaco,45,10,14,3,- ,- ,- ,3
,,Outras indústrias,654,64,154,48,8,36,2,23
,,"Prod. e distribuição de  electricidade, gás e água",42,2,4,2,- ,3,- ,5
,,Construção,667,83,139,77,1,25,15,16
,,Comércio por grosso e retalho,504,44,73,55,4,25,9,24
,,Alojamento e restauração,40,6,4,9,1,7,- ,- 
,,Administração pública,280,35,44,35,1,18,13,2
,,Educação,47,5,6,4,- ,2,2,1
,,Saúde e acção social,65,7,10,3,- ,1,2,1
,,Outras,488,31,89,34,8,15,26,18
,Actividade exterior - secundária,,30,- ,3,- ,- ,- ,2,- 
,,"Agric, prod. animal, caça e activ. seviços relacionados",11,- ,- ,- ,- ,- ,1,- 
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",- ,- ,- ,- ,- ,- ,- ,- 
,,"Pesca, aquacultura e activ. seviços relacionados",1,- ,- ,- ,- ,- ,- ,- 
,,Ind. alimentares das bebidas e do tabaco,1,- ,1,- ,- ,- ,- ,- 
,,Outras indústrias,1,- ,- ,- ,- ,- ,- ,- 
,,"Prod. e distribuição de  electricidade, gás e água",- ,- ,- ,- ,- ,- ,- ,- 
,,Construção,6,- ,2,- ,- ,- ,- ,- 
,,Comércio por grosso e retalho,1,- ,- ,- ,- ,- ,1,- 
,,Alojamento e restauração,- ,- ,- ,- ,- ,- ,- ,- 
,,Administração pública,2,- ,- ,- ,- ,- ,- ,- 
,,Educação,- ,- ,- ,- ,- ,- ,- ,- 
,,Saúde e acção social,1,- ,- ,- ,- ,- ,- ,- 
,,Outras,6,- ,- ,- ,- ,- ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,
